2	-9.493407751157182	-9.245232417869879
7	-9.24957764517179	3.8914537340008812
5	-0.9190286407580227	2.5909417770969494
7	-9.303558608165147	4.288016871841185
5	-1.9302940388590129	3.919530243002591
4	-4.141885177652071	1.0706962468795695
0	-0.7718582369094018	4.598670380045059
3	-5.956312388252026	-3.2570449740185192
7	-7.864391583110173	2.160620062522603
3	-5.92775370933669	-2.442323796960136
0	-1.5895208908270841	4.963032104641833
1	-9.057217534946593	-3.40568531872684
6	-6.912037866555418	8.220379560421614
5	-3.5697496651034673	3.1504475324520107
1	-10.251275145812153	-2.10262857648474
1	-10.650749910874087	-4.734340357224436
0	-1.2964174283367995	4.940710539756521
2	-7.522957233698314	-8.303065464021408
1	-10.764022594530845	-3.0525552660509336
7	-7.616543096905514	4.846444911787531
5	-2.416507534511168	3.813519466268411
0	-2.6501171654401485	5.436741207698814
5	-1.1612826145728055	4.16776836200545
2	-7.1183132959513875	-6.849137640881633
2	-7.391233062477272	-9.489868910816954
5	-2.486420845841493	4.800334638223008
7	-9.153874078590839	2.4717569497488845
7	-8.947421883469463	2.579857054505629
5	-1.3428789287722052	2.9836816723251003
5	0.8246451745715357	2.7160562386336933
6	-4.498175046448677	7.23129974658961
1	-9.39075600931432	-4.60350126223594
1	-9.521720732626445	-5.966726407364428
2	-6.34662476788869	-8.244966939961285
5	-1.1240524726093208	3.2747465119257955
7	-10.417520907833339	3.670387431487998
4	-1.3631078359396107	-0.20133613642266368
7	-9.759727062210315	2.894526905076259
0	-1.278414987290818	4.476095930356865
4	-0.661831086316458	2.9090918502255523
7	-8.476271428951884	3.3102629410812487
3	-6.174592232701909	-3.1063557616272908
6	-5.2671549011753545	7.957563363715829
1	-8.073667242957567	-4.660329144591417
0	-2.217560665501836	5.034718699508159
4	-1.6016801108769112	0.7608089013333934
4	-3.2161340560687712	-0.4298535782460118
1	-10.335036722225489	-4.628321202911304
0	-0.6152551929541268	4.739033313581313
0	-2.7727279448357773	5.194744903727531
7	-10.383264819121429	3.1039264100448998
4	-2.6237771087738215	1.721887864047684
3	-7.634764719565765	-3.8730653181745067
4	-1.715689318917946	0.45701579425753225
3	-7.2358846912844825	-3.1577968855742036
7	-10.500944337868509	3.026473081243579
5	-1.1473787329441396	3.7569247035018876
1	-8.691426169121259	-4.509581710276626
7	-9.075722411071236	4.065848969970932
5	-2.861151129171652	4.350075767768542
4	-2.0516469418705934	-0.5552873510873619
5	-1.5867557770930956	2.554517306362079
5	-1.2318778159909884	3.381660090036416
4	-1.7376373886697627	-0.10541349223334273
6	-5.834200321408419	7.754345070276797
4	0.24425698725850076	0.3586312649837538
1	-8.919664746103976	-2.4192137931280384
2	-7.106162201120529	-8.350088217694983
1	-9.982264249916422	-4.339576597774789
2	-8.770622436386558	-8.072471898923858
2	-8.009043154309493	-7.868235098983056
1	-11.294500925515758	-2.8443207836176123
1	-9.91182992518097	-3.1240434855696444
0	-2.644980567115457	4.558934058595963
0	-2.3320023703242736	5.929699009768133
3	-5.344690049508769	-3.220431406289263
1	-11.831193606765817	-5.701678810692014
4	-1.683947626761653	0.6555109718998522
3	-5.229638648438955	-2.125816474083925
4	-0.8154740867925325	0.9799144612259799
